tweet_id,createdAt,primary_group,is_joke_or_meme,overall_group_sentiment,keyword,keyword_group,sentiment,context_only_from_username,context_is_relevant,category,keyword_in_username
168014307009892352,2012-02-10 16:51:47+00:00,Altcoins,False,5,sol,Altcoins,5,False,True,Altcoins,False
170309322037919744,2012-02-17 00:51:21+00:00,General Cryptocurrency,False,6,gas,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
170309322037919744,2012-02-17 00:51:21+00:00,General Cryptocurrency,False,6,sol,Altcoins,6,False,True,Altcoins,False
179468649038479360,2012-03-13 07:27:14+00:00,Ethereum & Smart Contracts,False,6,eth,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
179468649038479360,2012-03-13 07:27:14+00:00,Ethereum & Smart Contracts,False,6,pos,General Cryptocurrency,6,False,True,General Cryptocurrency,False
180226195206569984,2012-03-15 09:37:28+00:00,Ethereum & Smart Contracts,False,6,pos,General Cryptocurrency,6,False,True,General Cryptocurrency,False
187098437328699392,2012-04-03 08:45:18+00:00,Ethereum & Smart Contracts,False,5,gas,Ethereum & Smart Contracts,5,False,True,Ethereum & Smart Contracts,False
187953184063492096,2012-04-05 17:21:45+00:00,Altcoins,False,5,sui,Altcoins,5,False,True,Altcoins,False
189870469908938752,2012-04-11 00:20:22+00:00,Ethereum & Smart Contracts,False,5,dai,Ethereum & Smart Contracts,5,False,True,Ethereum & Smart Contracts,False
191297895339794432,2012-04-14 22:52:27+00:00,Altcoins,False,5,near,Altcoins,5,False,True,Altcoins,False
196984965114761216,2012-04-30 15:30:50+00:00,General Cryptocurrency,False,7,pow,General Cryptocurrency,7,False,True,General Cryptocurrency,False
196984965114761216,2012-04-30 15:30:50+00:00,General Cryptocurrency,False,7,sol,Altcoins,7,False,True,Altcoins,False
198115378759610368,2012-05-03 18:22:41+00:00,Ethereum & Smart Contracts,False,7,defi,Ethereum & Smart Contracts,7,False,True,Ethereum & Smart Contracts,False
199736675537125376,2012-05-08 05:45:09+00:00,General Cryptocurrency,False,4,pow,General Cryptocurrency,4,False,True,General Cryptocurrency,False
204845069772128256,2012-05-22 08:04:05+00:00,Altcoins,False,6,sol,Altcoins,6,False,True,Altcoins,False
206047350240714752,2012-05-25 15:41:31+00:00,Altcoins,False,5,apt,Altcoins,5,False,True,Altcoins,False
208304203708375040,2012-05-31 21:09:28+00:00,Altcoins,False,5,near,Altcoins,5,False,True,Altcoins,False
214831794103664640,2012-06-18 21:27:46+00:00,Altcoins,False,5,tron,Altcoins,5,False,True,Altcoins,False
217973460348047360,2012-06-27 13:31:37+00:00,General Cryptocurrency,False,7,pow,General Cryptocurrency,7,False,True,General Cryptocurrency,False
217974021562712064,2012-06-27 13:33:51+00:00,Ethereum & Smart Contracts,False,5,link,Altcoins,5,False,True,Altcoins,False
217974021562712064,2012-06-27 13:33:51+00:00,Ethereum & Smart Contracts,False,5,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
219270969666174976,2012-07-01 03:27:27+00:00,Altcoins,False,5,tron,Altcoins,5,False,True,Altcoins,False
223429211443036160,2012-07-12 14:50:49+00:00,General Cryptocurrency,False,6,gas,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
224406502188916736,2012-07-15 07:34:14+00:00,Ethereum & Smart Contracts,False,6,eth,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
228690043949158400,2012-07-27 03:15:29+00:00,Altcoins,False,5,sol,Altcoins,5,False,True,Altcoins,False
228695905338019840,2012-07-27 03:38:47+00:00,Altcoins,False,5,sol,Altcoins,5,False,True,Altcoins,False
230421989112807424,2012-07-31 21:57:37+00:00,General Cryptocurrency,False,7,gas,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
230421989112807424,2012-07-31 21:57:37+00:00,General Cryptocurrency,False,7,pow,General Cryptocurrency,7,False,True,General Cryptocurrency,False
230421989112807424,2012-07-31 21:57:37+00:00,General Cryptocurrency,False,7,sol,Altcoins,5,False,True,Altcoins,False
231210590675279872,2012-08-03 02:11:15+00:00,Altcoins,False,5,sol,Altcoins,5,False,True,Altcoins,False
231443998395473920,2012-08-03 17:38:43+00:00,Altcoins,False,5,sol,Altcoins,5,False,True,Altcoins,False
239461912121843712,2012-08-25 20:39:03+00:00,Altcoins,False,5,tron,Altcoins,5,False,True,Altcoins,False
243800936240279552,2012-09-06 20:00:47+00:00,Ethereum & Smart Contracts,False,6,gas,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
256529467911073792,2012-10-11 22:59:26+00:00,General Cryptocurrency,False,5,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
262605962005868544,2012-10-28 17:25:15+00:00,Ethereum & Smart Contracts,False,6,eth,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
262609273878622208,2012-10-28 17:38:24+00:00,Ethereum & Smart Contracts,False,5,mkr,Altcoins,5,False,True,Altcoins,False
264832219040845824,2012-11-03 20:51:36+00:00,Ethereum & Smart Contracts,False,6,gas,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
266295618702553088,2012-11-07 21:46:38+00:00,Altcoins,False,5,near,Altcoins,5,False,True,Altcoins,False
268210066300235776,2012-11-13 04:33:57+00:00,Altcoins,False,6,sol,Altcoins,6,False,True,Altcoins,False
272129332565123072,2012-11-24 00:07:43+00:00,General Cryptocurrency,False,6,pow,General Cryptocurrency,6,False,True,General Cryptocurrency,False
275821969415483392,2012-12-04 04:40:56+00:00,General Cryptocurrency,False,6,pos,General Cryptocurrency,6,False,True,General Cryptocurrency,False
276194361442705408,2012-12-05 05:20:41+00:00,General Cryptocurrency,False,5,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
278918251730305024,2012-12-12 17:44:27+00:00,Ethereum & Smart Contracts,False,6,eth,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
279597307673067520,2012-12-14 14:42:47+00:00,General Cryptocurrency,False,6,pow,General Cryptocurrency,6,False,True,General Cryptocurrency,False
279597307673067520,2012-12-14 14:42:47+00:00,General Cryptocurrency,False,6,sol,Altcoins,6,False,True,Altcoins,False
285026400078016512,2012-12-29 14:16:03+00:00,Ethereum & Smart Contracts,False,6,gas,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
285026647151894528,2012-12-29 14:17:02+00:00,General Cryptocurrency,False,5,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
310027926668197888,2013-03-08 14:03:12+00:00,Altcoins,False,5,sol,Altcoins,5,False,True,Altcoins,False
310031964663078912,2013-03-08 14:19:15+00:00,Ethereum & Smart Contracts,False,6,eth,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
310036546327834624,2013-03-08 14:37:27+00:00,Altcoins,False,5,near,Altcoins,5,False,True,Altcoins,False
314179636445712384,2013-03-20 01:00:37+00:00,Bitcoin,False,5,pow,Bitcoin,5,False,False,Bitcoin,False
315258192949022720,2013-03-23 00:26:25+00:00,Ethereum & Smart Contracts,False,5,maker,Ethereum & Smart Contracts,5,False,True,Ethereum & Smart Contracts,False
315568818833477632,2013-03-23 21:00:44+00:00,Altcoins,False,5,ada,Altcoins,5,False,True,Altcoins,False
315587700063363072,2013-03-23 22:15:45+00:00,Ethereum & Smart Contracts,False,5,gas,Ethereum & Smart Contracts,5,False,True,Ethereum & Smart Contracts,False
315590420203700224,2013-03-23 22:26:34+00:00,Altcoins,False,5,ada,Altcoins,5,False,True,Altcoins,False
316446454963122176,2013-03-26 07:08:08+00:00,Bitcoin,False,5,pow,Bitcoin,5,False,False,Bitcoin,False
316446454963122176,2013-03-26 07:08:08+00:00,Bitcoin,False,5,sol,Altcoins,5,False,False,Altcoins,False
316595382622765056,2013-03-26 16:59:55+00:00,Bitcoin,False,5,pow,Bitcoin,5,False,False,Bitcoin,False
318122230758391808,2013-03-30 22:07:04+00:00,General Cryptocurrency,False,5,link,General Cryptocurrency,5,False,True,General Cryptocurrency,False
319119973366784000,2013-04-02 16:11:45+00:00,Altcoins,False,5,ada,Altcoins,5,False,True,Altcoins,False
319121972212690944,2013-04-02 16:19:41+00:00,Bitcoin,False,5,pow,Bitcoin,5,False,False,Bitcoin,False
321408906331041792,2013-04-08 23:47:09+00:00,General Cryptocurrency,False,5,bear,General Cryptocurrency,5,False,True,General Cryptocurrency,False
321409229565075456,2013-04-08 23:48:26+00:00,Ethereum & Smart Contracts,False,5,eth,Ethereum & Smart Contracts,5,False,True,Ethereum & Smart Contracts,False
322416386037141504,2013-04-11 18:30:31+00:00,Ethereum & Smart Contracts,False,5,defi,Ethereum & Smart Contracts,5,False,True,Ethereum & Smart Contracts,False
324990048523141120,2013-04-18 20:57:20+00:00,General Cryptocurrency,False,5,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
326155183623118848,2013-04-22 02:07:10+00:00,General Cryptocurrency,False,4,pos,General Cryptocurrency,4,False,True,General Cryptocurrency,False
329026923932033024,2013-04-30 00:18:26+00:00,Altcoins,False,5,sol,Altcoins,5,False,True,Altcoins,False
329634523744718848,2013-05-01 16:32:49+00:00,General Cryptocurrency,False,4,pos,General Cryptocurrency,4,False,True,General Cryptocurrency,False
330017552120033280,2013-05-02 17:54:50+00:00,General Cryptocurrency,False,2,pos,General Cryptocurrency,2,False,True,General Cryptocurrency,False
330054002148515840,2013-05-02 20:19:40+00:00,Ethereum & Smart Contracts,False,6,eth,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
330425498406633472,2013-05-03 20:55:52+00:00,Ethereum & Smart Contracts,False,5,maker,Ethereum & Smart Contracts,5,False,True,Ethereum & Smart Contracts,False
330708114854793216,2013-05-04 15:38:53+00:00,Ethereum & Smart Contracts,False,5,defi,Ethereum & Smart Contracts,5,False,True,Ethereum & Smart Contracts,False
330877283793530880,2013-05-05 02:51:06+00:00,General Cryptocurrency,False,5,bull,General Cryptocurrency,5,False,True,General Cryptocurrency,True
331082832187363328,2013-05-05 16:27:53+00:00,Ethereum & Smart Contracts,False,5,defi,Ethereum & Smart Contracts,5,False,True,Ethereum & Smart Contracts,False
332298579781767168,2013-05-09 00:58:49+00:00,Ethereum & Smart Contracts,False,6,eth,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
332516435488280576,2013-05-09 15:24:30+00:00,Ethereum & Smart Contracts,False,5,gas,Ethereum & Smart Contracts,5,False,True,Ethereum & Smart Contracts,False
333379008005804032,2013-05-12 00:32:04+00:00,Ethereum & Smart Contracts,False,6,eth,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
333381955674587136,2013-05-12 00:43:46+00:00,General Cryptocurrency,False,4,pos,General Cryptocurrency,4,False,True,General Cryptocurrency,False
333384295882317824,2013-05-12 00:53:04+00:00,Ethereum & Smart Contracts,False,6,eth,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
333414433802043392,2013-05-12 02:52:50+00:00,Ethereum & Smart Contracts,False,6,eth,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
333414433802043392,2013-05-12 02:52:50+00:00,Ethereum & Smart Contracts,False,6,tether,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
334025141044535296,2013-05-13 19:19:34+00:00,Altcoins,False,5,sol,Altcoins,5,False,True,Altcoins,False
334372943041798144,2013-05-14 18:21:36+00:00,Ethereum & Smart Contracts,False,6,eth,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
336164986172882944,2013-05-19 17:02:33+00:00,Altcoins,False,5,matic,Altcoins,5,False,True,Altcoins,False
337795753797898240,2013-05-24 05:02:38+00:00,Altcoins,False,5,sol,Altcoins,5,False,True,Altcoins,False
338099836404527104,2013-05-25 01:10:57+00:00,Altcoins,False,5,sol,Altcoins,5,False,True,Altcoins,False
338106902946910208,2013-05-25 01:39:02+00:00,Altcoins,False,5,sol,Altcoins,5,False,True,Altcoins,False
338108608430632960,2013-05-25 01:45:48+00:00,Altcoins,False,5,sol,Altcoins,5,False,True,Altcoins,False
338110231005499392,2013-05-25 01:52:15+00:00,Ethereum & Smart Contracts,False,5,gas,Ethereum & Smart Contracts,5,False,True,Ethereum & Smart Contracts,False
338115331891556352,2013-05-25 02:12:31+00:00,Altcoins,False,5,sol,Altcoins,5,False,True,Altcoins,False
338117807910813696,2013-05-25 02:22:21+00:00,Ethereum & Smart Contracts,False,6,eth,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
338770339637129216,2013-05-26 21:35:17+00:00,General Cryptocurrency,False,5,near,Altcoins,5,False,True,Altcoins,False
342566837852200960,2013-06-06 09:01:13+00:00,General Cryptocurrency,False,5,near,Altcoins,5,False,True,Altcoins,False
342566837852200960,2013-06-06 09:01:13+00:00,General Cryptocurrency,False,5,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
344705055880007680,2013-06-12 06:37:44+00:00,General Cryptocurrency,False,5,pow,General Cryptocurrency,5,False,True,General Cryptocurrency,False
344705055880007680,2013-06-12 06:37:44+00:00,General Cryptocurrency,False,5,sol,General Cryptocurrency,5,False,True,General Cryptocurrency,False
344839352578363392,2013-06-12 15:31:23+00:00,General Cryptocurrency,False,5,pow,General Cryptocurrency,5,False,True,General Cryptocurrency,False
344839352578363392,2013-06-12 15:31:23+00:00,General Cryptocurrency,False,5,sol,General Cryptocurrency,5,False,True,General Cryptocurrency,False
346896666055569408,2013-06-18 07:46:24+00:00,General Cryptocurrency,False,5,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
347617421500243968,2013-06-20 07:30:26+00:00,General Cryptocurrency,False,5,gas,General Cryptocurrency,5,False,True,General Cryptocurrency,False
347617421500243968,2013-06-20 07:30:26+00:00,General Cryptocurrency,False,5,pump,General Cryptocurrency,5,False,True,General Cryptocurrency,False
350666408985767936,2013-06-28 17:26:01+00:00,Altcoins,False,4,ada,Altcoins,4,False,True,Altcoins,True
351094587105878016,2013-06-29 21:47:27+00:00,Ethereum & Smart Contracts,False,5,eth,Ethereum & Smart Contracts,5,False,True,Ethereum & Smart Contracts,False
351262074124505088,2013-06-30 08:52:59+00:00,General Cryptocurrency,False,5,apt,Altcoins,5,False,True,Altcoins,False
353309492131278848,2013-07-06 00:28:41+00:00,Altcoins,False,5,ada,Altcoins,5,False,True,Altcoins,False
354999620629303296,2013-07-10 16:24:39+00:00,General Cryptocurrency,False,5,sui,Altcoins,5,False,True,Altcoins,False
356779314043305984,2013-07-15 14:16:31+00:00,General Cryptocurrency,False,4,algo,Altcoins,4,False,True,Altcoins,False
366964441159438336,2013-08-12 16:48:35+00:00,General Cryptocurrency,False,5,link,Altcoins,5,False,True,Altcoins,False
367028946426019840,2013-08-12 21:04:54+00:00,General Cryptocurrency,False,5,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
371030745449369600,2013-08-23 22:06:37+00:00,General Cryptocurrency,False,5,sui,Altcoins,5,False,True,Altcoins,False
371032852101484544,2013-08-23 22:15:00+00:00,General Cryptocurrency,False,5,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
375156462542000000,2013-09-04 07:20:45+00:00,General Cryptocurrency,False,5,nft,General Cryptocurrency,5,False,True,General Cryptocurrency,False
375156462542000128,2013-09-04 07:20:45+00:00,General Cryptocurrency,False,5,nft,General Cryptocurrency,5,False,True,General Cryptocurrency,False
376439054209781760,2013-09-07 20:17:19+00:00,General Cryptocurrency,False,5,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
380459687050608640,2013-09-18 22:33:52+00:00,Altcoins,False,5,ada,Altcoins,5,False,True,Altcoins,False
383338164028317696,2013-09-26 21:11:55+00:00,Altcoins,False,5,ada,Altcoins,5,False,True,Altcoins,False
383338164028317696,2013-09-26 21:11:55+00:00,Altcoins,False,5,tron,Altcoins,5,False,True,Altcoins,False
402811201052090368,2013-11-19 14:50:48+00:00,General Cryptocurrency,False,5,gas,General Cryptocurrency,5,False,True,General Cryptocurrency,False
402850950500474880,2013-11-19 17:28:45+00:00,General Cryptocurrency,False,5,sol,General Cryptocurrency,5,False,True,General Cryptocurrency,False
404059376652005376,2013-11-23 01:30:37+00:00,Altcoins,False,5,apt,Altcoins,5,False,True,Altcoins,False
405922013111676928,2013-11-28 04:52:04+00:00,Altcoins,False,5,ada,Altcoins,5,False,True,Altcoins,True
405924331358023680,2013-11-28 05:01:16+00:00,General Cryptocurrency,False,5,sol,General Cryptocurrency,5,False,True,General Cryptocurrency,False
405988869868642304,2013-11-28 09:17:44+00:00,Altcoins,False,6,ada,Altcoins,6,False,True,Altcoins,False
405988869868642304,2013-11-28 09:17:44+00:00,Altcoins,False,6,sol,Altcoins,6,False,True,Altcoins,False
406186792409632768,2013-11-28 22:24:12+00:00,Altcoins,False,5,dot,Altcoins,5,False,True,Altcoins,False
406211326282055680,2013-11-29 00:01:41+00:00,Ethereum & Smart Contracts,False,6,eth,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
406211326282055680,2013-11-29 00:01:41+00:00,Ethereum & Smart Contracts,False,6,pump,General Cryptocurrency,5,False,True,General Cryptocurrency,False
406799700940324864,2013-11-30 14:59:41+00:00,General Cryptocurrency,False,5,gas,General Cryptocurrency,5,False,True,General Cryptocurrency,False
406799700940324864,2013-11-30 14:59:41+00:00,General Cryptocurrency,False,5,pump,General Cryptocurrency,5,False,True,General Cryptocurrency,False
407313331247398912,2013-12-02 01:00:40+00:00,Altcoins,False,5,gas,General Cryptocurrency,5,False,True,General Cryptocurrency,False
407313331247398912,2013-12-02 01:00:40+00:00,Altcoins,False,5,matic,Altcoins,5,False,True,Altcoins,False
407315762387636224,2013-12-02 01:10:19+00:00,General Cryptocurrency,False,5,gas,General Cryptocurrency,5,False,True,General Cryptocurrency,False
407315762387636224,2013-12-02 01:10:19+00:00,General Cryptocurrency,False,5,pow,General Cryptocurrency,5,False,True,General Cryptocurrency,False
407315762387636224,2013-12-02 01:10:19+00:00,General Cryptocurrency,False,5,pump,General Cryptocurrency,5,False,True,General Cryptocurrency,False
407540177289371648,2013-12-02 16:02:04+00:00,General Cryptocurrency,False,5,sol,General Cryptocurrency,5,False,True,General Cryptocurrency,False
408695108033191936,2013-12-05 20:31:21+00:00,General Cryptocurrency,False,5,pow,General Cryptocurrency,5,False,True,General Cryptocurrency,False
408695108033191936,2013-12-05 20:31:21+00:00,General Cryptocurrency,False,5,sol,General Cryptocurrency,5,False,True,General Cryptocurrency,False
413751355451265024,2013-12-19 19:23:04+00:00,General Cryptocurrency,False,5,pow,General Cryptocurrency,5,False,True,General Cryptocurrency,False
413751355451265024,2013-12-19 19:23:04+00:00,General Cryptocurrency,False,5,sol,General Cryptocurrency,5,False,True,General Cryptocurrency,False
414456595431432192,2013-12-21 18:05:27+00:00,General Cryptocurrency,False,5,pow,General Cryptocurrency,5,False,True,General Cryptocurrency,False
414456595431432192,2013-12-21 18:05:27+00:00,General Cryptocurrency,False,5,sol,General Cryptocurrency,5,False,True,General Cryptocurrency,False
414560643983740928,2013-12-22 00:58:54+00:00,Ethereum & Smart Contracts,False,6,defi,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
416314131545739264,2013-12-26 21:06:38+00:00,General Cryptocurrency,False,5,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
443208657543516160,2014-03-11 02:15:53+00:00,General Cryptocurrency,False,5,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
444358711796985856,2014-03-14 06:25:47+00:00,Satoshi-related,False,7,satoshi,Satoshi-related,7,False,True,Satoshi-related,False
444358711796985856,2014-03-14 06:25:47+00:00,Satoshi-related,False,7,satoshi nakamoto,Satoshi-related,7,False,True,Satoshi-related,False
444359579791392768,2014-03-14 06:29:14+00:00,Ethereum & Smart Contracts,False,6,eth,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
450651522116767744,2014-03-31 15:11:10+00:00,General Cryptocurrency,False,5,near,Altcoins,5,False,True,Altcoins,False
453199172389588992,2014-04-07 15:54:37+00:00,Ethereum & Smart Contracts,False,6,defi,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
453204415458344960,2014-04-07 16:15:27+00:00,General Cryptocurrency,False,5,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
460975671603634176,2014-04-29 02:55:39+00:00,Altcoins,False,5,ada,Altcoins,5,False,True,Altcoins,False
469640326416982016,2014-05-23 00:45:53+00:00,General Cryptocurrency,False,5,sol,General Cryptocurrency,5,False,True,General Cryptocurrency,False
469986226930741248,2014-05-23 23:40:23+00:00,Altcoins,False,5,tron,Altcoins,5,False,True,Altcoins,False
470001882300444672,2014-05-24 00:42:36+00:00,General Cryptocurrency,False,5,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
470001882300444672,2014-05-24 00:42:36+00:00,General Cryptocurrency,False,5,tron,Altcoins,5,False,True,Altcoins,False
478901093733507072,2014-06-17 14:04:52+00:00,General Cryptocurrency,False,5,sol,General Cryptocurrency,5,False,True,General Cryptocurrency,False
478903880793993216,2014-06-17 14:15:57+00:00,General Cryptocurrency,False,5,gas,General Cryptocurrency,5,False,True,General Cryptocurrency,False
478903880793993216,2014-06-17 14:15:57+00:00,General Cryptocurrency,False,5,pow,General Cryptocurrency,5,False,True,General Cryptocurrency,False
478903880793993216,2014-06-17 14:15:57+00:00,General Cryptocurrency,False,5,sol,General Cryptocurrency,5,False,True,General Cryptocurrency,False
487286689300086784,2014-07-10 17:26:14+00:00,Altcoins,False,5,ada,Altcoins,5,False,True,Altcoins,False
496700455045840896,2014-08-05 16:53:11+00:00,General Cryptocurrency,False,5,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
502974683864518656,2014-08-23 00:24:44+00:00,Altcoins,False,5,near,Altcoins,5,False,True,Altcoins,False
503077090803986432,2014-08-23 07:11:39+00:00,Ethereum & Smart Contracts,False,6,dai,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
508622668535304192,2014-09-07 14:27:48+00:00,General Cryptocurrency,False,5,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
509195186875138048,2014-09-09 04:22:47+00:00,Altcoins,False,5,bch,Altcoins,5,False,True,Altcoins,False
510171087498260480,2014-09-11 21:00:40+00:00,Altcoins,False,6,ada,Altcoins,6,False,True,Altcoins,False
513115414620954624,2014-09-20 00:00:22+00:00,Altcoins,False,5,ada,Altcoins,5,False,True,Altcoins,False
513115414620954624,2014-09-20 00:00:22+00:00,Altcoins,False,5,apt,Altcoins,5,False,True,Altcoins,False
516473142923915264,2014-09-29 06:22:47+00:00,Ethereum & Smart Contracts,False,6,dai,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,True
517486950589014016,2014-10-02 01:31:18+00:00,Ethereum & Smart Contracts,False,5,eth,Ethereum & Smart Contracts,5,False,True,Ethereum & Smart Contracts,False
523290693612367872,2014-10-18 01:53:18+00:00,Altcoins,False,5,apt,Altcoins,5,False,True,Altcoins,False
530599540995260416,2014-11-07 05:56:03+00:00,Altcoins,False,5,tron,Altcoins,5,False,True,Altcoins,False
535905906442403840,2014-11-21 21:21:39+00:00,Altcoins,False,5,ada,Altcoins,5,False,True,Altcoins,False
535914463388782592,2014-11-21 21:55:39+00:00,General Cryptocurrency,False,4,bear,General Cryptocurrency,4,False,True,General Cryptocurrency,False
536354292396228608,2014-11-23 03:03:22+00:00,Ethereum & Smart Contracts,False,5,eth,Ethereum & Smart Contracts,5,False,True,Ethereum & Smart Contracts,False
545967015521820672,2014-12-19 15:40:54+00:00,Ethereum & Smart Contracts,False,6,gas,Ethereum & Smart Contracts,6,False,True,Ethereum & Smart Contracts,False
550297212769402880,2014-12-31 14:27:34+00:00,Altcoins,False,6,matic,Altcoins,6,False,True,Altcoins,False
550297212769402880,2014-12-31 14:27:34+00:00,Altcoins,False,6,sol,General Cryptocurrency,6,False,True,General Cryptocurrency,False
552182273865699328,2015-01-05 19:18:07+00:00,General Cryptocurrency,False,5,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
553857574005915648,2015-01-10 10:15:10+00:00,Ethereum & Smart Contracts,False,5,eth,Ethereum & Smart Contracts,5,False,True,Ethereum & Smart Contracts,False
555978267165859840,2015-01-16 06:42:03+00:00,General Cryptocurrency,False,5,pow,General Cryptocurrency,5,False,True,General Cryptocurrency,False
559554023544483840,2015-01-26 03:30:49+00:00,General Cryptocurrency,False,5,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
560898568748531712,2015-01-29 20:33:34+00:00,Altcoins,False,6,algo,General Cryptocurrency,6,False,True,General Cryptocurrency,False
564562686478807040,2015-02-08 23:13:28+00:00,Ethereum & Smart Contracts,False,6,ada,Altcoins,6,False,True,Altcoins,False
564562686478807040,2015-02-08 23:13:28+00:00,Ethereum & Smart Contracts,False,6,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
565287338088357888,2015-02-10 23:12:58+00:00,General Cryptocurrency,False,5,pos,General Cryptocurrency,5,False,True,General Cryptocurrency,False
574581994253758464,2015-03-08 14:46:37+00:00,Altcoins,False,5,near,Altcoins,5,False,True,Altcoins,False
576182696260476928,2015-03-13 00:47:14+00:00,Ethereum & Smart Contracts,False,5,eth,Ethereum & Smart Contracts,5,False,True,Ethereum & Smart Contracts,False
