"date","open","close","volume_usd"
2014-11-06,339.4580078125,349.290008544922,18797000
2014-11-07,349.817993164062,342.415008544922,16834200
2014-11-08,342.153991699219,345.488006591797,8535470
2014-11-09,345.376007080078,363.264007568359,24205600
2014-11-10,362.265014648438,366.924011230469,30450100
2014-11-11,365.856994628906,367.695007324219,15838900
2014-11-12,367.984985351562,423.561004638672,45783200
2014-11-13,427.273010253906,420.734985351562,58945000
2014-11-14,418.4169921875,397.817993164062,29589200
2014-11-15,399.649993896484,376.132995605469,15727500
2014-11-16,374.730010986328,387.881988525391,11905600
2014-11-17,388.348999023438,387.407989501953,41518800
2014-11-18,387.785003662109,375.197998046875,32222500
2014-11-19,373.89599609375,380.554992675781,18931800
2014-11-20,380.307006835938,357.839996337891,25233200
2014-11-21,357.878997802734,350.847991943359,29850100
2014-11-22,351.60400390625,352.920013427734,15273000
2014-11-23,353.174987792969,367.572998046875,15151600
2014-11-24,366.947998046875,376.901000976562,30930100
2014-11-25,376.885986328125,375.347991943359,25442200
2014-11-26,376.019012451172,368.369995117188,18601700
2014-11-27,370.502014160156,369.670013427734,8748030
2014-11-28,369.373992919922,376.446990966797,22946500
2014-11-29,376.152008056641,375.490997314453,15375600
2014-11-30,375.510009765625,378.046997070312,9194440
2014-12-01,378.248992919922,379.244995117188,11763000
2014-12-02,379.25,381.315002441406,12364100
2014-12-03,381.721984863281,375.010009765625,13340100
2014-12-04,375.717987060547,369.60400390625,14529600
2014-12-05,369.441986083984,376.85400390625,15181800
2014-12-06,376.756988525391,374.785003662109,7009320
2014-12-07,374.835998535156,375.095001220703,6491650
2014-12-08,374.964996337891,361.908996582031,18898700
2014-12-09,361.894989013672,352.218994140625,32915500
2014-12-10,352.204986572266,346.364990234375,16427700
2014-12-11,344.339996337891,350.506011962891,32431300
2014-12-12,350.8330078125,352.5419921875,16989800
2014-12-13,352.381011962891,347.376007080078,11675900
2014-12-14,346.726989746094,351.631988525391,12415200
2014-12-15,351.360992431641,345.345001220703,17264200
2014-12-16,345.673004150391,327.06201171875,30864900
2014-12-17,326.855010986328,319.776000976562,37567900
2014-12-18,319.785003662109,311.39599609375,39173000
2014-12-19,311.178985595703,317.842987060547,23823100
2014-12-20,317.618988037109,329.955993652344,20856700
2014-12-21,329.542999267578,320.842987060547,15207600
2014-12-22,321.067993164062,331.885986328125,22315100
2014-12-23,332.016998291016,334.571990966797,16574200
2014-12-24,334.385009765625,322.533996582031,15092300
2014-12-25,322.286010742188,319.007995605469,9883640
2014-12-26,319.152008056641,327.924011230469,16410500
2014-12-27,327.5830078125,315.863006591797,15185200
2014-12-28,316.160003662109,317.239013671875,11676600
2014-12-29,317.700988769531,312.670013427734,12302500
2014-12-30,312.718994140625,310.736999511719,12528300
2014-12-31,310.914001464844,320.192993164062,13942900
2015-01-01,320.434997558594,314.248992919922,8036550
2015-01-02,314.079010009766,315.032012939453,7860650
2015-01-03,314.846008300781,281.082000732422,33054400
2015-01-04,281.14599609375,264.195007324219,55629100
2015-01-05,265.084014892578,274.473999023438,43962800
2015-01-06,274.610992431641,286.188995361328,23245700
2015-01-07,286.076995849609,294.337005615234,24866800
2015-01-08,294.135009765625,283.348999023438,19982500
2015-01-09,282.382995605469,290.407989501953,18718600
2015-01-10,287.303009033203,274.795989990234,15264300
2015-01-11,274.608001708984,265.660003662109,18200800
2015-01-12,266.14599609375,267.795989990234,18880300
2015-01-13,267.394012451172,225.860992431641,72843904
2015-01-14,223.893997192383,178.102996826172,97638704
2015-01-15,176.897003173828,209.843994140625,81773504
2015-01-16,209.070007324219,208.09700012207,38421000
2015-01-17,207.833999633789,199.259994506836,23469700
2015-01-18,200.050003051758,210.339004516602,30085100
2015-01-19,211.470993041992,214.860992431641,18658300
2015-01-20,212.906997680664,211.315002441406,24051100
2015-01-21,211.378005981445,226.897003173828,29924600
2015-01-22,227.322006225586,233.406005859375,33544600
2015-01-23,233.516998291016,232.878997802734,24621700
2015-01-24,232.699996948242,247.84700012207,24782500
2015-01-25,247.352005004883,253.718002319336,33582700
2015-01-26,254.078994750977,273.472991943359,106794000
2015-01-27,273.1669921875,263.475006103516,44399000
2015-01-28,263.351013183594,233.914993286133,44352200
2015-01-29,233.348007202148,233.513000488281,32213400
2015-01-30,232.772003173828,226.425003051758,26605200
2015-01-31,226.440994262695,217.464004516602,23348200
2015-02-01,216.867004394531,226.97200012207,29128500
2015-02-02,226.490997314453,238.22900390625,30612100
2015-02-03,237.453994750977,227.268005371094,40783700
2015-02-04,227.511001586914,226.852996826172,26594300
2015-02-05,227.664993286133,217.110992431641,22516400
2015-02-06,216.923004150391,222.266006469727,24435300
2015-02-07,222.632995605469,227.753997802734,21604200
2015-02-08,227.692993164062,223.412002563477,17145200
2015-02-09,223.389007568359,220.110000610352,27791300
2015-02-10,220.281997680664,219.839004516602,21115100
2015-02-11,219.731994628906,219.184997558594,17201900
2015-02-12,219.207992553711,221.764007568359,15206200
2015-02-13,221.968994140625,235.427001953125,42744400
2015-02-14,235.52799987793,257.321014404297,49732500
2015-02-15,257.506988525391,234.824996948242,56552400
2015-02-16,234.824996948242,233.843002319336,28153700
2015-02-17,233.421997070312,243.610000610352,27363100
2015-02-18,243.779998779297,236.32600402832,25200800
2015-02-19,236.410003662109,240.283004760742,18270500
2015-02-20,240.251007080078,243.779006958008,23876700
2015-02-21,243.751998901367,244.533996582031,12284200
2015-02-22,244.544006347656,235.977005004883,19527000
2015-02-23,235.994995117188,238.891998291016,16400000
2015-02-24,238.998001098633,238.735000610352,14200400
2015-02-25,238.889999389648,237.470001220703,11496200
2015-02-26,237.337005615234,236.425994873047,13619400
2015-02-27,236.436004638672,253.828002929688,44013900
2015-02-28,253.520004272461,254.263000488281,13949300
2015-03-01,254.283004760742,260.201995849609,25213700
2015-03-02,260.356994628906,275.670013427734,40465700
2015-03-03,275.045989990234,281.701995849609,50461300
2015-03-04,281.989990234375,273.092010498047,41383000
2015-03-05,272.739013671875,276.178009033203,41302400
2015-03-06,275.600006103516,272.722991943359,28918900
2015-03-07,272.294006347656,276.260986328125,17825900
2015-03-08,276.433013916016,274.35400390625,22067900
2015-03-09,274.81201171875,289.606994628906,59178200
2015-03-10,289.861999511719,291.760009765625,67770800
2015-03-11,291.524993896484,296.378997802734,33963900
2015-03-12,296.127014160156,294.35400390625,32585200
2015-03-13,294.118011474609,285.337005615234,31421500
2015-03-14,284.441986083984,281.885009765625,22612300
2015-03-15,281.424987792969,286.393005371094,11970100
2015-03-16,285.684997558594,290.592987060547,21516100
2015-03-17,290.595001220703,285.505004882812,21497200
2015-03-18,285.066986083984,256.299011230469,57008000
2015-03-19,255.880004882812,260.928009033203,52732000
2015-03-20,260.955993652344,261.748992919922,18456700
2015-03-21,261.644012451172,260.024993896484,17130100
2015-03-22,259.9169921875,267.959991455078,18438100
2015-03-23,267.894989013672,266.739990234375,22811900
2015-03-24,266.576995849609,245.595001220703,40073700
2015-03-25,247.47200012207,246.197006225586,35866900
2015-03-26,246.276000976562,248.531997680664,25730000
2015-03-27,248.565994262695,247.029006958008,17274900
2015-03-28,246.975006103516,252.798004150391,16040900
2015-03-29,252.740005493164,242.712997436523,21699400
2015-03-30,242.878997802734,247.526000976562,23009600
2015-03-31,247.453994750977,244.223999023438,22672000
2015-04-01,244.223007202148,247.272003173828,22877200
2015-04-02,247.089004516602,253.005004882812,26272600
2015-04-03,253.074005126953,254.322006225586,23146600
2015-04-04,254.291000366211,253.697006225586,12493500
2015-04-05,253.761001586914,260.597991943359,19649200
2015-04-06,260.721008300781,255.492004394531,20034200
2015-04-07,255.274002075195,253.179992675781,18467400
2015-04-08,253.063995361328,245.022003173828,30086400
2015-04-09,244.751007080078,243.675994873047,21643500
2015-04-10,243.694000244141,236.072006225586,28882000
2015-04-11,236.016006469727,236.552001953125,16365200
2015-04-12,236.535003662109,236.15299987793,12387900
2015-04-13,235.949996948242,224.587005615234,31181800
2015-04-14,224.759002685547,219.158996582031,31719000
2015-04-15,219.072998046875,223.832992553711,22562000
2015-04-16,223.917007446289,228.572998046875,24805400
2015-04-17,228.574996948242,222.88200378418,20429800
2015-04-18,222.852996826172,223.356002807617,12939000
2015-04-19,223.455993652344,222.600006103516,15021500
2015-04-20,222.611999511719,224.626007080078,18364700
2015-04-21,224.619995117188,235.268997192383,24978000
2015-04-22,235.602005004883,234.175994873047,23847900
2015-04-23,234.052993774414,236.462005615234,17036000
2015-04-24,235.970001220703,231.268005371094,21448700
2015-04-25,231.235000610352,226.389999389648,13957200
2015-04-26,226.410003662109,219.429992675781,28943700
2015-04-27,219.429000854492,229.285995483398,38574000
2015-04-28,228.968994140625,225.854995727539,21469200
2015-04-29,225.591003417969,225.807998657227,18936500
2015-04-30,225.692993164062,236.145004272461,33818600
2015-05-01,235.938995361328,232.078994750977,18815300
2015-05-02,232.341003417969,234.929992675781,12535500
2015-05-03,234.880004882812,240.358001708984,18494100
2015-05-04,240.356002807617,239.018005371094,21223400
2015-05-05,238.852005004883,236.121002197266,23929100
2015-05-06,236.248992919922,229.781997680664,29587200
2015-05-07,229.662002563477,237.333999633789,29064400
2015-05-08,237.203994750977,243.863006591797,27445500
2015-05-09,243.768997192383,241.832000732422,19790500
2015-05-10,241.72900390625,240.296005249023,15019100
2015-05-11,240.29899597168,242.158004760742,20892300
2015-05-12,242.145004272461,241.111999511719,19282600
2015-05-13,241.397994995117,236.376998901367,27180100
2015-05-14,236.214004516602,236.929000854492,24413700
2015-05-15,236.955001831055,237.604995727539,16329400
2015-05-16,237.643997192383,236.15299987793,11089700
2015-05-17,236.009994506836,236.802001953125,11134300
2015-05-18,236.886993408203,233.128005981445,16780300
2015-05-19,233.037002563477,231.947006225586,14241900
2015-05-20,231.889999389648,234.018005371094,15499400
2015-05-21,234.016006469727,235.343994140625,15108900
2015-05-22,235.320999145508,240.348007202148,27003000
2015-05-23,240.285995483398,238.871994018555,14605000
2015-05-24,238.975997924805,240.953002929688,11508000
2015-05-25,240.927001953125,237.110000610352,14423900
2015-05-26,237.10400390625,237.115997314453,16425000
2015-05-27,237.065002441406,237.283004760742,18837000
2015-05-28,237.25700378418,237.408004760742,13829600
2015-05-29,237.376998901367,237.095993041992,14805000
2015-05-30,237.091995239258,233.345001220703,14098600
2015-05-31,233.134994506836,230.190002441406,14730800
2015-06-01,230.233001708984,222.925994873047,26090500
2015-06-02,222.893997192383,225.802993774414,20459000
2015-06-03,225.735992431641,225.873992919922,17752400
2015-06-04,225.772003173828,224.324005126953,14728100
2015-06-05,224.154006958008,224.951995849609,18056500
2015-06-06,225.005004882812,225.619003295898,11131500
2015-06-07,225.595993041992,222.880996704102,13318400
2015-06-08,222.878997802734,228.488998413086,23378400
2015-06-09,228.537994384766,229.048004150391,28353100
2015-06-10,228.994995117188,228.802993774414,15904800
2015-06-11,228.854995727539,229.705001831055,14416000
2015-06-12,229.705001831055,229.981994628906,14017700
2015-06-13,229.919998168945,232.401992797852,13305300
2015-06-14,232.442001342773,233.542999267578,12165900
2015-06-15,233.421997070312,236.822998046875,19912100
2015-06-16,236.764999389648,250.895004272461,41612000
2015-06-17,250.822998046875,249.283996582031,43858400
2015-06-18,249.427993774414,249.00700378418,30980200
2015-06-19,249.042999267578,244.606002807617,23965300
2015-06-20,244.529998779297,245.212005615234,20608100
2015-06-21,245.100006103516,243.944000244141,10600900
2015-06-22,243.968994140625,246.990005493164,17692500
2015-06-23,246.927001953125,244.296005249023,15108700
2015-06-24,244.281997680664,240.514999389648,17344900
2015-06-25,240.365005493164,242.79899597168,16133100
2015-06-26,242.60400390625,243.593994140625,13983500
2015-06-27,243.54899597168,250.990005493164,20488600
2015-06-28,250.955001831055,249.011001586914,15137600
2015-06-29,248.720993041992,257.063995361328,34742900
2015-06-30,257.036010742188,263.071990966797,44533800
2015-07-01,263.345001220703,258.621002197266,27029800
2015-07-02,258.552001953125,255.412002563477,21551900
2015-07-03,255.458999633789,256.335998535156,19033800
2015-07-04,256.490997314453,260.885986328125,15620400
2015-07-05,260.804992675781,271.912994384766,44156100
2015-07-06,271.108001708984,269.029998779297,49154800
2015-07-07,269.963012695312,266.207000732422,28857600
2015-07-08,265.981994628906,270.785003662109,36980200
2015-07-09,270.826995849609,269.227996826172,40301200
2015-07-10,269.156005859375,284.894012451172,100390000
2015-07-11,284.880004882812,293.114990234375,41109900
2015-07-12,293.140014648438,310.867004394531,56405000
2015-07-13,310.826995849609,292.053985595703,62053900
2015-07-14,292.033996582031,287.463989257812,28727200
2015-07-15,288.045013427734,285.829010009766,27486600
2015-07-16,286.0419921875,278.088989257812,49482600
2015-07-17,278.091003417969,279.471984863281,27591400
2015-07-18,279.330993652344,274.901000976562,25187100
2015-07-19,274.766998291016,273.614013671875,15332500
2015-07-20,273.498992919922,278.980987548828,22711400
2015-07-21,278.881988525391,275.8330078125,22930700
2015-07-22,275.657012939453,277.221984863281,19389800
2015-07-23,277.341003417969,276.049011230469,18531300
2015-07-24,276.005004882812,288.278015136719,37199400
2015-07-25,288.164001464844,288.696990966797,20662200
2015-07-26,288.640014648438,292.686004638672,16032300
2015-07-27,292.639007568359,293.623992919922,30592000
2015-07-28,293.632995605469,294.427001953125,25453600
2015-07-29,294.484008789062,289.589996337891,24672600
2015-07-30,289.102996826172,287.721984863281,21635800
2015-07-31,287.696014404297,284.649993896484,23629100
2015-08-01,284.686004638672,281.601013183594,18995000
2015-08-02,280.449005126953,282.614013671875,17722200
2015-08-03,282.805999755859,281.226989746094,21474100
2015-08-04,281.225006103516,285.217987060547,21908700
2015-08-05,284.846984863281,281.881988525391,20128000
2015-08-06,281.906005859375,278.576995849609,18792100
2015-08-07,278.740997314453,279.584991455078,42484800
2015-08-08,279.742004394531,260.997009277344,58533000
2015-08-09,261.115997314453,265.0830078125,23789600
2015-08-10,265.477996826172,264.470001220703,20979400
2015-08-11,264.342010498047,270.385986328125,25433900
2015-08-12,270.597991943359,266.376007080078,26815400
2015-08-13,266.183013916016,264.079986572266,27685500
2015-08-14,264.131988525391,265.679992675781,27091200
2015-08-15,265.528991699219,261.550994873047,19321100
2015-08-16,261.865997314453,258.506988525391,29717000
2015-08-17,258.489990234375,257.976013183594,21617900
2015-08-18,257.925994873047,211.078994750977,42147200
2015-08-19,225.671005249023,226.684005737305,60869200
2015-08-20,226.899002075195,235.350006103516,32275000
2015-08-21,235.354995727539,232.569000244141,23173800
2015-08-22,232.662002563477,230.389999389648,23205900
2015-08-23,230.376007080078,228.169006347656,18406600
2015-08-24,228.111999511719,210.494995117188,59220700
2015-08-25,210.067993164062,221.608993530273,61089200
2015-08-26,222.07600402832,225.830993652344,31808000
2015-08-27,226.050003051758,224.768997192383,21905400
2015-08-28,224.70100402832,231.39599609375,31336600
2015-08-29,231.54899597168,229.779998779297,17142500
2015-08-30,229.895004272461,228.761001586914,19412600
2015-08-31,229.113998413086,230.055999755859,20710700
2015-09-01,230.255996704102,228.121002197266,20575200
2015-09-02,228.026992797852,229.283996582031,18760400
2015-09-03,229.324005126953,227.182998657227,17482000
2015-09-04,227.214996337891,230.298004150391,20962400
2015-09-05,230.199005126953,235.018997192383,20671400
2015-09-06,234.869995117188,239.839996337891,25473700
2015-09-07,239.934005737305,239.84700012207,21192200
2015-09-08,239.845993041992,243.606994628906,26879200
2015-09-09,243.414993286133,238.167999267578,23635700
2015-09-10,238.335998535156,238.477005004883,21215500
2015-09-11,238.328994750977,240.106994628906,19224700
2015-09-12,239.854995727539,235.22900390625,17962600
2015-09-13,235.242004394531,230.511993408203,18478800
2015-09-14,230.608993530273,230.643997192383,20997800
2015-09-15,230.492004394531,230.304000854492,19177800
2015-09-16,230.25,229.091003417969,20144200
2015-09-17,229.07600402832,229.809997558594,18935400
2015-09-18,233.52099609375,232.975006103516,20242200
2015-09-19,232.858001708984,231.49299621582,12712600
2015-09-20,231.399002075195,231.212005615234,14444700
2015-09-21,231.216995239258,227.085006713867,19678800
2015-09-22,226.968994140625,230.61799621582,25009300
2015-09-23,230.936004638672,230.283004760742,17254100
2015-09-24,230.358001708984,234.529006958008,25097800
2015-09-25,234.361999511719,235.143997192383,22363600
2015-09-26,235.07600402832,234.339996337891,13724100
2015-09-27,234.139007568359,232.75700378418,14179900
2015-09-28,232.835998535156,239.141998291016,24713000
2015-09-29,239.016006469727,236.686996459961,22691300
2015-09-30,236.639999389648,236.059997558594,19743500
2015-10-01,236.003997802734,237.54899597168,20488800
2015-10-02,237.264007568359,237.292999267578,19677900
2015-10-03,237.201995849609,238.729995727539,16482700
2015-10-04,238.531005859375,238.259002685547,12999000
2015-10-05,238.147003173828,240.382995605469,23335900
2015-10-06,240.363998413086,246.063003540039,27535100
2015-10-07,246.169998168945,242.968994140625,22999200
2015-10-08,243.074996948242,242.304000854492,18515300
2015-10-09,242.498001098633,243.930999755859,17353100
2015-10-10,243.740005493164,244.940994262695,15912700
2015-10-11,244.742004394531,247.050003051758,16827300
2015-10-12,246.875,245.307998657227,17388300
2015-10-13,245.199996948242,249.507995605469,28198500
2015-10-14,249.49299621582,251.988998413086,27462600
2015-10-15,252.106994628906,254.320007324219,25223500
2015-10-16,254.296005249023,262.868988037109,35901500
2015-10-17,262.747009277344,270.640014648438,43199600
2015-10-18,270.907012939453,261.643005371094,22434300
2015-10-19,261.860992431641,263.43701171875,25258800
2015-10-20,263.571990966797,269.463012695312,30889800
2015-10-21,269.305999755859,266.272003173828,25637300
2015-10-22,266.496002197266,274.023010253906,37808600
2015-10-23,273.648986816406,276.496002197266,29442500
2015-10-24,276.503997802734,281.653991699219,25942400
2015-10-25,281.445007324219,283.679992675781,45717100
2015-10-26,283.627990722656,285.299987792969,32108800
2015-10-27,285.180999755859,293.787994384766,46331800
2015-10-28,293.703002929688,304.618011474609,50808100
2015-10-29,304.324005126953,313.855010986328,64495900
2015-10-30,313.942993164062,328.015014648438,78305000
2015-10-31,328.511993408203,314.165985107422,48598100
2015-11-01,315.005004882812,325.430999755859,37001100
2015-11-02,325.941986083984,361.188995361328,101918000
2015-11-03,361.872985839844,403.4169921875,206162000
2015-11-04,403.664001464844,411.56298828125,263900000
2015-11-05,408.076995849609,386.35400390625,151824992
2015-11-06,388.046997070312,374.470001220703,122687000
2015-11-07,374.269012451172,386.481994628906,56625100
2015-11-08,384.278015136719,373.368011474609,51817600
2015-11-09,374.324005126953,380.256988525391,68224400
2015-11-10,379.984008789062,336.819000244141,95797904
2015-11-11,339.820007324219,311.084014892578,107070000
2015-11-12,314.079010009766,338.152008056641,78477800
2015-11-13,338.497985839844,336.752990722656,52003000
2015-11-14,336.623992919922,332.906005859375,38612000
2015-11-15,333.050994873047,320.165985107422,44213100
2015-11-16,319.734985351562,330.751007080078,47980100
2015-11-17,330.361999511719,335.093994140625,51001600
2015-11-18,334.592987060547,334.589996337891,43783800
2015-11-19,334.678985595703,326.148986816406,45011100
2015-11-20,326.411010742188,322.022003173828,53152900
2015-11-21,322.092010498047,326.927001953125,28200500
2015-11-22,326.975006103516,324.536010742188,23439400
2015-11-23,324.350006103516,323.045989990234,27478900
2015-11-24,323.014007568359,320.045989990234,29362600
2015-11-25,320.045013427734,328.205993652344,41666900
2015-11-26,328.303009033203,352.683990478516,106105000
2015-11-27,351.860992431641,358.0419921875,55179100
2015-11-28,357.140991210938,357.381011962891,36816600
2015-11-29,357.471984863281,371.294006347656,40409300
2015-11-30,371.43701171875,377.321014404297,71701600
2015-12-01,377.414001464844,362.488006591797,60452200
2015-12-02,361.845001220703,359.18701171875,54160500
2015-12-03,359.330993652344,361.045989990234,50714900
2015-12-04,361.261993408203,363.183013916016,35784100
2015-12-05,363.721008300781,388.949005126953,66282200
2015-12-06,389.554992675781,388.782989501953,77762000
2015-12-07,389.977996826172,395.536010742188,63455800
2015-12-08,395.753997802734,415.56298828125,57801400
2015-12-09,414.441009521484,417.56298828125,90917200
2015-12-10,417.988006591797,415.47900390625,52138900
2015-12-11,415.281005859375,451.93798828125,110944000
2015-12-12,452.334991455078,434.997009277344,131969000
2015-12-13,431.660003662109,433.755004882812,55050600
2015-12-14,433.272003173828,444.182006835938,130496000
2015-12-15,443.877990722656,465.321014404297,83121104
2015-12-16,465.2080078125,454.933990478516,107944000
2015-12-17,454.777008056641,456.078002929688,47978400
2015-12-18,455.846984863281,463.615997314453,60220100
2015-12-19,463.552001953125,462.321990966797,47892700
2015-12-20,462.234008789062,442.684997558594,75409400
2015-12-21,442.838012695312,438.639007568359,77639696
2015-12-22,437.436004638672,436.571990966797,50840400
2015-12-23,436.720001220703,442.401000976562,47161400
2015-12-24,443.091003417969,454.984985351562,57157200
2015-12-25,454.855010986328,455.653015136719,39078500
2015-12-26,455.756011962891,417.273986816406,116166000
2015-12-27,416.514007568359,422.822998046875,53591200
2015-12-28,423.342987060547,422.278991699219,49638600
2015-12-29,422.097991943359,432.983001708984,51596500
2015-12-30,433.299987792969,426.619995117188,46889400
2015-12-31,425.875,430.566986083984,45996600
2016-01-01,430.721008300781,434.334014892578,36278900
2016-01-02,434.622009277344,433.43798828125,30096600
2016-01-03,433.578002929688,430.010986328125,39633800
2016-01-04,430.061004638672,433.091003417969,38477500
2016-01-05,433.069000244141,431.959991455078,34522600
2016-01-06,431.855987548828,429.105010986328,34042500
2016-01-07,430.010986328125,458.048004150391,87562200
2016-01-08,457.537994384766,453.230010986328,56993000
2016-01-09,453.382995605469,447.610992431641,32278000
2016-01-10,448.238006591797,447.990997314453,35995900
2016-01-11,448.697998046875,448.428009033203,40450000
2016-01-12,448.182006835938,435.690002441406,115607000
2016-01-13,434.665008544922,432.371002197266,173888000
2016-01-14,432.287994384766,430.305999755859,43945500
2016-01-15,430.255004882812,364.330993652344,153351008
2016-01-16,365.072998046875,387.536010742188,120352000
2016-01-17,387.152008056641,382.299011230469,45319600
2016-01-18,381.733001708984,387.167999267578,54403900
2016-01-19,387.026000976562,380.148986816406,46819800
2016-01-20,379.739990234375,420.230010986328,121720000
2016-01-21,419.631988525391,410.261993408203,68338000
2016-01-22,409.751007080078,382.492004394531,91546600
2016-01-23,382.433990478516,387.490997314453,56247400
2016-01-24,388.101989746094,402.971008300781,54824800
2016-01-25,402.316986083984,391.726013183594,59062400
2016-01-26,392.002014160156,392.153015136719,58147000
2016-01-27,392.444000244141,394.971984863281,47424400
2016-01-28,395.14599609375,380.289001464844,59247900
2016-01-29,380.108001708984,379.473999023438,86125296
2016-01-30,378.864990234375,378.255004882812,30284400
2016-01-31,378.292999267578,368.766998291016,37894300
2016-02-01,369.350006103516,373.055999755859,51656700
2016-02-02,372.920013427734,374.447998046875,40378700
2016-02-03,374.64599609375,369.949005126953,45933400
2016-02-04,370.174011230469,389.593994140625,69285504
2016-02-05,388.898010253906,386.549011230469,43825000
2016-02-06,386.588989257812,376.522003173828,49249300
2016-02-07,376.514007568359,376.619995117188,37076300
2016-02-08,376.756988525391,373.446990966797,47671100
2016-02-09,373.423004150391,376.028991699219,55318500
2016-02-10,376.14599609375,381.648986816406,85130896
2016-02-11,382.114013671875,379.653991699219,74375600
2016-02-12,379.686004638672,384.263000488281,67042800
2016-02-13,384.640991210938,391.859985351562,61911700
2016-02-14,392.932006835938,407.230010986328,74469800
2016-02-15,407.567993164062,400.184997558594,74070496
2016-02-16,401.432006835938,407.488006591797,73093104
2016-02-17,407.656005859375,416.321990966797,83193600
2016-02-18,416.571990966797,422.372985839844,76752600
2016-02-19,422.730010986328,420.785003662109,55711300
2016-02-20,421.601013183594,437.164001464844,93992096
2016-02-21,437.773010253906,438.798004150391,89820704
2016-02-22,438.989013671875,437.747985839844,85385200
2016-02-23,438.255004882812,420.735992431641,85244896
2016-02-24,420.955993652344,424.954986572266,67743696
2016-02-25,425.036987304688,424.544006347656,70798000
2016-02-26,424.628997802734,432.152008056641,61486000
2016-02-27,432.838989257812,432.519012451172,41893600
2016-02-28,432.571014404297,433.503997802734,53033400
2016-02-29,433.43798828125,437.696990966797,60694700
2016-03-01,437.9169921875,435.122985839844,74895800
2016-03-02,435.131011962891,423.989013671875,74955296
2016-03-03,423.911987304688,421.651000976562,100484000
2016-03-04,421.835998535156,410.938995361328,90856096
2016-03-05,410.781005859375,400.570007324219,135384992
2016-03-06,400.524993896484,407.707000732422,91212496
2016-03-07,407.756988525391,414.321014404297,85762400
2016-03-08,414.464996337891,413.971984863281,70311696
2016-03-09,413.894012451172,414.859985351562,70012304
2016-03-10,414.743988037109,417.131011962891,81022896
2016-03-11,417.238006591797,421.690002441406,73969696
2016-03-12,421.605010986328,411.623992919922,92712896
2016-03-13,411.648010253906,414.065002441406,74322800
2016-03-14,414.200988769531,416.43798828125,95259400
2016-03-15,416.388000488281,416.829986572266,66781700
2016-03-16,416.888000488281,417.010986328125,65185800
2016-03-17,417.889007568359,420.621002197266,83528600
2016-03-18,420.546997070312,409.548004150391,104940000
2016-03-19,409.265014648438,410.444000244141,58423000
2016-03-20,410.401000976562,413.755004882812,45947900
2016-03-21,413.417999267578,413.307006835938,61655400
2016-03-22,413.131988525391,418.088989257812,66813300
2016-03-23,418.161010742188,418.040985107422,61444200
2016-03-24,418.424011230469,416.394012451172,68346704
2016-03-25,416.507995605469,417.177001953125,52560000
2016-03-26,417.364990234375,417.945007324219,44650400
2016-03-27,418.140014648438,426.765014648438,71229400
2016-03-28,426.548004150391,424.230987548828,68522800
